,max (document wise),mean (document wise),min (document wise)
odenet-2375-v,0.0006896552,0.0006896552,0.0006896552
odenet-10226-v,0.0006896552,0.0006896552,0.0006896552
odenet-27623-v,0.0006896552,0.0006896552,0.0006896552
odenet-2799-a,0.0006896552,0.0006896552,0.0006896552
odenet-25081-a,0.0006896552,0.0006896552,0.0006896552
odenet-2063-a,0.0006896552,0.0006896552,0.0006896552
odenet-6168-a,0.0006896552,0.0006896552,0.0006896552
odenet-10035-a,0.0006896552,0.0006896552,0.0006896552
odenet-214-n,0.0013793104,0.0013793104,0.0013793104
odenet-2801-n,0.0013793104,0.0013793104,0.0013793104
odenet-799-a,0.0013793104,0.0013793104,0.0013793104
odenet-6546-a,0.0013793104,0.0013793104,0.0013793104
odenet-8315-a,0.0013793104,0.0013793104,0.0013793104
odenet-15031-a,0.0013793104,0.0013793104,0.0013793104
odenet-19468-a,0.0013793104,0.0013793104,0.0013793104
odenet-20031-a,0.0013793104,0.0013793104,0.0013793104
odenet-9320-n,0.0013793104,0.0013793104,0.0013793104
odenet-34730-a,0.0013793104,0.0013793104,0.0013793104
odenet-10913-n,0.0006896552,0.0006896552,0.0006896552
odenet-4491-n,0.0006896552,0.0006896552,0.0006896552
odenet-5772-n,0.0006896552,0.0006896552,0.0006896552
odenet-7127-n,0.0006896552,0.0006896552,0.0006896552
odenet-24516-v,0.0006896552,0.0006896552,0.0006896552
odenet-10825-a,0.0017636684,0.0015714894,0.0013793104
odenet-11398-a,0.0017636684,0.0015714894,0.0013793104
odenet-32550-n,0.0017636684,0.0015714894,0.0013793104
odenet-1913-n,0.0006896552,0.0006896552,0.0006896552
odenet-26239-n,0.0006896552,0.0006896552,0.0006896552
odenet-22847-n,0.0026455026,0.0016675789,0.0006896552
odenet-6979-v,0.0006896552,0.0006896552,0.0006896552
odenet-8770-n,0.0006896552,0.0006896552,0.0006896552
odenet-2317-a,0.0008818342,0.0007857447,0.0006896552
odenet-4077-a,0.0006896552,0.0006896552,0.0006896552
odenet-1979-a,0.0006896552,0.0006896552,0.0006896552
odenet-4934-a,0.0006896552,0.0006896552,0.0006896552
odenet-9051-a,0.0006896552,0.0006896552,0.0006896552
odenet-9704-a,0.0006896552,0.0006896552,0.0006896552
odenet-20415-a,0.0006896552,0.0006896552,0.0006896552
odenet-26782-a,0.0006896552,0.0006896552,0.0006896552
odenet-32801-a,0.0006896552,0.0006896552,0.0006896552
odenet-984-n,0.0006896552,0.0006896552,0.0006896552
odenet-8852-n,0.0006896552,0.0006896552,0.0006896552
odenet-14809-v,0.0006896552,0.0006896552,0.0006896552
odenet-28625-v,0.0006896552,0.0006896552,0.0006896552
odenet-3075-a,0.0006896552,0.0006896552,0.0006896552
odenet-9525-a,0.0006896552,0.0006896552,0.0006896552
odenet-7133-n,0.0013793104,0.0011305723,0.0008818342
odenet-476-v,0.0006896552,0.0006896552,0.0006896552
odenet-6586-v,0.0006896552,0.0006896552,0.0006896552
odenet-9699-v,0.0006896552,0.0006896552,0.0006896552
odenet-32609-v,0.0006896552,0.0006896552,0.0006896552
odenet-10746-a,0.0006896552,0.0006896552,0.0006896552
odenet-10168-a,0.0006896552,0.0006896552,0.0006896552
odenet-15583-a,0.0006896552,0.0006896552,0.0006896552
odenet-31294-a,0.0006896552,0.0006896552,0.0006896552
odenet-35557-a,0.0006896552,0.0006896552,0.0006896552
odenet-3262-v,0.0013793104,0.0013793104,0.0013793104
odenet-10015-v,0.0013793104,0.0013793104,0.0013793104
odenet-22161-v,0.0013793104,0.0013793104,0.0013793104
odenet-6924-a,0.0006896552,0.0006896552,0.0006896552
odenet-18462-a,0.0006896552,0.0006896552,0.0006896552
odenet-27562-a,0.0006896552,0.0006896552,0.0006896552
odenet-7299-v,0.0006896552,0.0006896552,0.0006896552
odenet-8655-v,0.0013793104,0.0013793104,0.0013793104
odenet-6055-v,0.0006896552,0.0006896552,0.0006896552
odenet-18487-v,0.0006896552,0.0006896552,0.0006896552
odenet-1663-n,0.0006896552,0.0006896552,0.0006896552
odenet-8351-n,0.0006896552,0.0006896552,0.0006896552
odenet-13544-n,0.0013793104,0.0013793104,0.0013793104
odenet-36183-a,0.0020689655,0.0020689655,0.0020689655
odenet-2598-n,0.0013793104,0.0011305723,0.0008818342
odenet-2693-n,0.0006896552,0.0006896552,0.0006896552
odenet-11047-n,0.0006896552,0.0006896552,0.0006896552
odenet-309-v,0.0006896552,0.0006896552,0.0006896552
odenet-18390-v,0.0006896552,0.0006896552,0.0006896552
odenet-9067-a,0.0008818342,0.0007857447,0.0006896552
odenet-9255-a,0.0008818342,0.0007857447,0.0006896552
odenet-10591-a,0.0008818342,0.0007857447,0.0006896552
odenet-24681-a,0.0008818342,0.0007857447,0.0006896552
odenet-10320-n,0.0006896552,0.0006896552,0.0006896552
odenet-550-n,0.0017636684,0.0012266617,0.0006896552
odenet-1135-n,0.0017636684,0.0012266617,0.0006896552
odenet-7426-n,0.0017636684,0.0012266617,0.0006896552
odenet-9340-n,0.0017636684,0.0012266617,0.0006896552
odenet-12765-n,0.0017636684,0.0012266617,0.0006896552
odenet-22860-n,0.0017636684,0.0012266617,0.0006896552
odenet-10171-n,0.0006896552,0.0006896552,0.0006896552
odenet-4035-n,0.0006896552,0.0006896552,0.0006896552
odenet-5340-n,0.0006896552,0.0006896552,0.0006896552
odenet-9453-n,0.0006896552,0.0006896552,0.0006896552
odenet-12204-n,0.0006896552,0.0006896552,0.0006896552
odenet-12207-n,0.0006896552,0.0006896552,0.0006896552
odenet-33374-a,0.0006896552,0.0006896552,0.0006896552
odenet-20361-n,0.0006896552,0.0006896552,0.0006896552
odenet-20724-n,0.0008818342,0.0007857447,0.0006896552
odenet-8198-v,0.0006896552,0.0006896552,0.0006896552
odenet-14009-a,0.0006896552,0.0006896552,0.0006896552
odenet-5542-n,0.0008818342,0.0007857447,0.0006896552
odenet-22680-n,0.0006896552,0.0006896552,0.0006896552
odenet-5094-n,0.0006896552,0.0006896552,0.0006896552
odenet-4347-n,0.0006896552,0.0006896552,0.0006896552
odenet-15879-n,0.0006896552,0.0006896552,0.0006896552
odenet-2888-n,0.0017636684,0.0012266617,0.0006896552
odenet-11177-n,0.0013793104,0.0013793104,0.0013793104
odenet-11345-n,0.0013793104,0.0013793104,0.0013793104
odenet-9398-a,0.0006896552,0.0006896552,0.0006896552
odenet-1754-a,0.0006896552,0.0006896552,0.0006896552
odenet-7627-a,0.0006896552,0.0006896552,0.0006896552
odenet-15592-a,0.0006896552,0.0006896552,0.0006896552
odenet-1250-v,0.0006896552,0.0006896552,0.0006896552
odenet-6337-v,0.0006896552,0.0006896552,0.0006896552
odenet-11916-v,0.0006896552,0.0006896552,0.0006896552
odenet-12745-v,0.0006896552,0.0006896552,0.0006896552
odenet-1069-v,0.0006896552,0.0006896552,0.0006896552
odenet-5485-v,0.0006896552,0.0006896552,0.0006896552
odenet-8389-v,0.0006896552,0.0006896552,0.0006896552
odenet-1407-v,0.0006896552,0.0006896552,0.0006896552
odenet-9018-a,0.0006896552,0.0006896552,0.0006896552
odenet-11320-a,0.0006896552,0.0006896552,0.0006896552
odenet-12579-a,0.0006896552,0.0006896552,0.0006896552
odenet-15172-a,0.0006896552,0.0006896552,0.0006896552
odenet-4761-n,0.0006896552,0.0006896552,0.0006896552
odenet-6695-n,0.0006896552,0.0006896552,0.0006896552
odenet-9912-n,0.0006896552,0.0006896552,0.0006896552
odenet-11075-n,0.0006896552,0.0006896552,0.0006896552
odenet-15756-v,0.0006896552,0.0006896552,0.0006896552
odenet-4889-n,0.0006896552,0.0006896552,0.0006896552
odenet-2096-a,0.0006896552,0.0006896552,0.0006896552
odenet-7698-a,0.0006896552,0.0006896552,0.0006896552
odenet-8008-a,0.0006896552,0.0006896552,0.0006896552
odenet-11371-a,0.0006896552,0.0006896552,0.0006896552
odenet-31013-v,0.0006896552,0.0006896552,0.0006896552
odenet-32470-n,0.0006896552,0.0006896552,0.0006896552
odenet-1265-a,0.0006896552,0.0006896552,0.0006896552
odenet-3658-a,0.0006896552,0.0006896552,0.0006896552
odenet-6618-a,0.0006896552,0.0006896552,0.0006896552
odenet-7806-a,0.0006896552,0.0006896552,0.0006896552
odenet-10676-a,0.0006896552,0.0006896552,0.0006896552
odenet-32471-n,0.0006896552,0.0006896552,0.0006896552
odenet-8526-a,0.0006896552,0.0006896552,0.0006896552
odenet-5468-a,0.0006896552,0.0006896552,0.0006896552
odenet-5549-a,0.0006896552,0.0006896552,0.0006896552
odenet-6540-a,0.0006896552,0.0006896552,0.0006896552
odenet-25555-a,0.0006896552,0.0006896552,0.0006896552
odenet-9822-n,0.0006896552,0.0006896552,0.0006896552
odenet-52-v,0.0006896552,0.0006896552,0.0006896552
odenet-6712-v,0.0006896552,0.0006896552,0.0006896552
odenet-7263-v,0.0006896552,0.0006896552,0.0006896552
odenet-15947-v,0.0006896552,0.0006896552,0.0006896552
odenet-28808-v,0.0006896552,0.0006896552,0.0006896552
odenet-35478-v,0.0006896552,0.0006896552,0.0006896552
odenet-5117-a,0.0008818342,0.0007857447,0.0006896552
odenet-12618-v,0.0006896552,0.0006896552,0.0006896552
odenet-13346-v,0.0006896552,0.0006896552,0.0006896552
odenet-14249-v,0.0006896552,0.0006896552,0.0006896552
odenet-34684-v,0.0006896552,0.0006896552,0.0006896552
odenet-1726-a,0.0006896552,0.0006896552,0.0006896552
odenet-10944-a,0.0006896552,0.0006896552,0.0006896552
odenet-4999-n,0.0006896552,0.0006896552,0.0006896552
odenet-8645-n,0.0006896552,0.0006896552,0.0006896552
odenet-8594-a,0.0006896552,0.0006896552,0.0006896552
odenet-31395-a,0.0006896552,0.0006896552,0.0006896552
odenet-15624-a,0.0006896552,0.0006896552,0.0006896552
odenet-34894-a,0.0006896552,0.0006896552,0.0006896552
odenet-34896-a,0.0006896552,0.0006896552,0.0006896552
odenet-8175-a,0.0006896552,0.0006896552,0.0006896552
odenet-8511-a,0.0013793104,0.0013793104,0.0013793104
odenet-4686-v,0.0006896552,0.0006896552,0.0006896552
odenet-8522-v,0.0006896552,0.0006896552,0.0006896552
odenet-27489-v,0.0006896552,0.0006896552,0.0006896552
odenet-3630-n,0.0006896552,0.0006896552,0.0006896552
odenet-4160-n,0.0006896552,0.0006896552,0.0006896552
odenet-6207-n,0.0006896552,0.0006896552,0.0006896552
odenet-6917-n,0.0006896552,0.0006896552,0.0006896552
odenet-6965-n,0.0006896552,0.0006896552,0.0006896552
odenet-24904-n,0.0006896552,0.0006896552,0.0006896552
odenet-8203-n,0.0006896552,0.0006896552,0.0006896552
odenet-9784-n,0.0006896552,0.0006896552,0.0006896552
odenet-11420-n,0.0006896552,0.0006896552,0.0006896552
odenet-19087-n,0.0006896552,0.0006896552,0.0006896552
odenet-14141-a,0.0006896552,0.0006896552,0.0006896552
odenet-146-n,0.0006896552,0.0006896552,0.0006896552
odenet-4376-n,0.0006896552,0.0006896552,0.0006896552
odenet-362233-n,0.0006896552,0.0006896552,0.0006896552
odenet-2196-v,0.0006896552,0.0006896552,0.0006896552
odenet-3569-v,0.0006896552,0.0006896552,0.0006896552
odenet-11831-n,0.0006896552,0.0006896552,0.0006896552
odenet-11835-n,0.0006896552,0.0006896552,0.0006896552
odenet-4290-v,0.0006896552,0.0006896552,0.0006896552
odenet-3403-a,0.0008818342,0.0007857447,0.0006896552
odenet-6898-a,0.0008818342,0.0007857447,0.0006896552
odenet-8081-a,0.0008818342,0.0007857447,0.0006896552
odenet-18435-a,0.0008818342,0.0007857447,0.0006896552
odenet-11936-a,0.0008818342,0.0007857447,0.0006896552
odenet-8677-a,0.0008818342,0.0007857447,0.0006896552
odenet-10356-a,0.0008818342,0.0007857447,0.0006896552
odenet-35239-n,0.0008818342,0.0007857447,0.0006896552
odenet-162-a,0.0008818342,0.0008818342,0.0008818342
odenet-8333-a,0.0008818342,0.0008818342,0.0008818342
odenet-34563-a,0.0008818342,0.0008818342,0.0008818342
odenet-2603-a,0.0008818342,0.0008818342,0.0008818342
odenet-10309-a,0.0008818342,0.0008818342,0.0008818342
odenet-14078-a,0.0008818342,0.0008818342,0.0008818342
odenet-31505-a,0.0008818342,0.0008818342,0.0008818342
odenet-5317-n,0.0035273368,0.0035273368,0.0035273368
odenet-20720-n,0.0035273368,0.0035273368,0.0035273368
odenet-6049-n,0.0008818342,0.0008818342,0.0008818342
odenet-1989-a,0.0008818342,0.0008818342,0.0008818342
odenet-1860-n,0.0017636684,0.0017636684,0.0017636684
odenet-1625-a,0.0017636684,0.0017636684,0.0017636684
odenet-26351-a,0.0017636684,0.0017636684,0.0017636684
odenet-32289-a,0.0017636684,0.0017636684,0.0017636684
odenet-7152-a,0.0026455026,0.0026455026,0.0026455026
odenet-6198-n,0.0017636684,0.0017636684,0.0017636684
odenet-31769-n,0.0017636684,0.0017636684,0.0017636684
odenet-9236-a,0.0017636684,0.0017636684,0.0017636684
odenet-4982-n,0.0017636684,0.0017636684,0.0017636684
odenet-12139-n,0.0035273368,0.0035273368,0.0035273368
odenet-6434-a,0.0008818342,0.0008818342,0.0008818342
odenet-9111-a,0.0008818342,0.0008818342,0.0008818342
odenet-58-a,0.0017636684,0.0017636684,0.0017636684
odenet-8501-a,0.0017636684,0.0017636684,0.0017636684
odenet-9998-a,0.0017636684,0.0017636684,0.0017636684
odenet-18392-a,0.0017636684,0.0017636684,0.0017636684
odenet-4941-n,0.0017636684,0.0017636684,0.0017636684
odenet-33810-a,0.0017636684,0.0017636684,0.0017636684
odenet-5228-n,0.0008818342,0.0008818342,0.0008818342
odenet-6732-n,0.0017636684,0.0017636684,0.0017636684
odenet-11026-n,0.0008818342,0.0008818342,0.0008818342
odenet-11049-n,0.0008818342,0.0008818342,0.0008818342
odenet-61-n,0.0008818342,0.0008818342,0.0008818342
odenet-3782-n,0.0008818342,0.0008818342,0.0008818342
odenet-36175-a,0.0008818342,0.0008818342,0.0008818342
odenet-7813-n,0.0008818342,0.0008818342,0.0008818342
odenet-4535-n,0.0008818342,0.0008818342,0.0008818342
odenet-2370-n,0.0008818342,0.0008818342,0.0008818342
odenet-544-n,0.0008818342,0.0008818342,0.0008818342
odenet-30447-n,0.0008818342,0.0008818342,0.0008818342
odenet-3033-n,0.0017636684,0.0017636684,0.0017636684
odenet-36192-a,0.0008818342,0.0008818342,0.0008818342
odenet-31194-n,0.0008818342,0.0008818342,0.0008818342
odenet-7121-a,0.0008818342,0.0008818342,0.0008818342
odenet-25607-a,0.0008818342,0.0008818342,0.0008818342
odenet-29216-a,0.0008818342,0.0008818342,0.0008818342
odenet-22662-n,0.0026455026,0.0026455026,0.0026455026
odenet-3733-a,0.0026455026,0.0026455026,0.0026455026
odenet-5015-a,0.0035273368,0.0035273368,0.0035273368
odenet-12271-a,0.0026455026,0.0026455026,0.0026455026
odenet-26985-a,0.0026455026,0.0026455026,0.0026455026
odenet-256-n,0.0026455026,0.0026455026,0.0026455026
odenet-25468-n,0.0026455026,0.0026455026,0.0026455026
odenet-25013-n,0.0008818342,0.0008818342,0.0008818342
odenet-2722-n,0.0017636684,0.0017636684,0.0017636684
odenet-3967-n,0.0017636684,0.0017636684,0.0017636684
odenet-6484-n,0.0017636684,0.0017636684,0.0017636684
odenet-36188-a,0.0026455026,0.0026455026,0.0026455026
odenet-7820-a,0.0008818342,0.0008818342,0.0008818342
odenet-10090-a,0.0008818342,0.0008818342,0.0008818342
odenet-26978-a,0.0008818342,0.0008818342,0.0008818342
odenet-1566-a,0.0008818342,0.0008818342,0.0008818342
odenet-6616-a,0.0008818342,0.0008818342,0.0008818342
odenet-9740-a,0.0008818342,0.0008818342,0.0008818342
odenet-12048-a,0.0008818342,0.0008818342,0.0008818342
odenet-14128-a,0.0008818342,0.0008818342,0.0008818342
odenet-15601-a,0.0008818342,0.0008818342,0.0008818342
odenet-126-n,0.0008818342,0.0008818342,0.0008818342
odenet-7966-n,0.0008818342,0.0008818342,0.0008818342
odenet-14846-n,0.0008818342,0.0008818342,0.0008818342
odenet-5218-a,0.0008818342,0.0008818342,0.0008818342
odenet-29923-a,0.0008818342,0.0008818342,0.0008818342
odenet-30142-a,0.0008818342,0.0008818342,0.0008818342
odenet-31048-a,0.0008818342,0.0008818342,0.0008818342
odenet-944-a,0.0008818342,0.0008818342,0.0008818342
odenet-1003-a,0.0008818342,0.0008818342,0.0008818342
odenet-1530-a,0.0008818342,0.0008818342,0.0008818342
odenet-6603-a,0.0008818342,0.0008818342,0.0008818342
odenet-20440-a,0.0008818342,0.0008818342,0.0008818342
odenet-26183-a,0.0008818342,0.0008818342,0.0008818342
odenet-28177-a,0.0008818342,0.0008818342,0.0008818342
odenet-3454-a,0.0008818342,0.0008818342,0.0008818342
odenet-10646-v,0.0008818342,0.0008818342,0.0008818342
odenet-16994-v,0.0008818342,0.0008818342,0.0008818342
odenet-2695-n,0.0008818342,0.0008818342,0.0008818342
odenet-26476-n,0.0008818342,0.0008818342,0.0008818342
odenet-362337-n,0.0008818342,0.0008818342,0.0008818342
odenet-4354-a,0.0026455026,0.0026455026,0.0026455026
odenet-6742-a,0.0026455026,0.0026455026,0.0026455026
odenet-9025-a,0.0026455026,0.0026455026,0.0026455026
odenet-24456-a,0.0026455026,0.0026455026,0.0026455026
odenet-19843-a,0.0008818342,0.0008818342,0.0008818342
odenet-34369-a,0.0008818342,0.0008818342,0.0008818342
odenet-5279-n,0.0008818342,0.0008818342,0.0008818342
odenet-7266-n,0.0008818342,0.0008818342,0.0008818342
odenet-13085-n,0.0008818342,0.0008818342,0.0008818342
odenet-6855-n,0.0008818342,0.0008818342,0.0008818342
odenet-13987-n,0.0008818342,0.0008818342,0.0008818342
odenet-10998-a,0.0008818342,0.0008818342,0.0008818342
odenet-27698-a,0.0008818342,0.0008818342,0.0008818342
odenet-9044-a,0.0008818342,0.0008818342,0.0008818342
odenet-5752-n,0.0008818342,0.0008818342,0.0008818342
odenet-8752-n,0.0008818342,0.0008818342,0.0008818342
odenet-15744-n,0.0008818342,0.0008818342,0.0008818342
odenet-20079-n,0.0008818342,0.0008818342,0.0008818342
odenet-3563-a,0.0008818342,0.0008818342,0.0008818342
odenet-31831-a,0.0008818342,0.0008818342,0.0008818342
odenet-28458-n,0.0008818342,0.0008818342,0.0008818342
odenet-10230-v,0.0008818342,0.0008818342,0.0008818342
odenet-7074-n,0.0008818342,0.0008818342,0.0008818342
odenet-24012-n,0.0008818342,0.0008818342,0.0008818342
odenet-34246-n,0.0008818342,0.0008818342,0.0008818342
odenet-2739-v,0.0008818342,0.0008818342,0.0008818342
odenet-4396-v,0.0008818342,0.0008818342,0.0008818342
odenet-7158-v,0.0008818342,0.0008818342,0.0008818342
odenet-9108-v,0.0008818342,0.0008818342,0.0008818342
odenet-13988-v,0.0008818342,0.0008818342,0.0008818342
odenet-17885-v,0.0008818342,0.0008818342,0.0008818342
odenet-18246-v,0.0008818342,0.0008818342,0.0008818342
odenet-28307-v,0.0008818342,0.0008818342,0.0008818342
odenet-2929-a,0.0008818342,0.0008818342,0.0008818342
odenet-6238-a,0.0008818342,0.0008818342,0.0008818342
odenet-7489-a,0.0008818342,0.0008818342,0.0008818342
odenet-9331-a,0.0008818342,0.0008818342,0.0008818342
odenet-11428-a,0.0008818342,0.0008818342,0.0008818342
odenet-27355-a,0.0008818342,0.0008818342,0.0008818342
odenet-3982-n,0.0008818342,0.0008818342,0.0008818342
odenet-11394-v,0.0008818342,0.0008818342,0.0008818342
odenet-12712-n,0.0008818342,0.0008818342,0.0008818342
odenet-13788-n,0.0017636684,0.0017636684,0.0017636684
odenet-22698-n,0.0017636684,0.0017636684,0.0017636684
odenet-8345-a,0.0026455026,0.0026455026,0.0026455026
odenet-2380-a,0.0008818342,0.0008818342,0.0008818342
odenet-2771-a,0.0008818342,0.0008818342,0.0008818342
odenet-3907-a,0.0008818342,0.0008818342,0.0008818342
odenet-4212-a,0.0008818342,0.0008818342,0.0008818342
odenet-9264-a,0.0008818342,0.0008818342,0.0008818342
odenet-12130-n,0.0017636684,0.0017636684,0.0017636684
odenet-35077-n,0.0026455026,0.0026455026,0.0026455026
odenet-1634-a,0.0017636684,0.0017636684,0.0017636684
odenet-2616-a,0.0017636684,0.0017636684,0.0017636684
odenet-4939-a,0.0017636684,0.0017636684,0.0017636684
odenet-5349-a,0.0017636684,0.0017636684,0.0017636684
odenet-11228-a,0.0017636684,0.0017636684,0.0017636684
odenet-27218-a,0.0008818342,0.0008818342,0.0008818342
odenet-27392-a,0.0008818342,0.0008818342,0.0008818342
odenet-5178-n,0.0017636684,0.0017636684,0.0017636684
odenet-1104-a,0.0017636684,0.0017636684,0.0017636684
odenet-6429-a,0.0008818342,0.0008818342,0.0008818342
odenet-11708-a,0.0008818342,0.0008818342,0.0008818342
odenet-4175-n,0.0017636684,0.0017636684,0.0017636684
odenet-6148-a,0.0008818342,0.0008818342,0.0008818342
odenet-10189-a,0.0008818342,0.0008818342,0.0008818342
odenet-271-n,0.0008818342,0.0008818342,0.0008818342
odenet-6161-n,0.0008818342,0.0008818342,0.0008818342
odenet-9708-n,0.0017636684,0.0017636684,0.0017636684
odenet-18475-n,0.0026455026,0.0026455026,0.0026455026
odenet-2005-n,0.0017636684,0.0017636684,0.0017636684
odenet-5522-n,0.0017636684,0.0017636684,0.0017636684
odenet-10112-n,0.0017636684,0.0017636684,0.0017636684
odenet-888-v,0.0008818342,0.0008818342,0.0008818342
odenet-29647-v,0.0008818342,0.0008818342,0.0008818342
odenet-3372-n,0.0008818342,0.0008818342,0.0008818342
odenet-13459-n,0.0008818342,0.0008818342,0.0008818342
odenet-19927-n,0.0008818342,0.0008818342,0.0008818342
odenet-1010-a,0.0008818342,0.0008818342,0.0008818342
odenet-1201-a,0.0008818342,0.0008818342,0.0008818342
odenet-9353-a,0.0008818342,0.0008818342,0.0008818342
odenet-12866-a,0.0008818342,0.0008818342,0.0008818342
odenet-27144-a,0.0008818342,0.0008818342,0.0008818342
odenet-10590-a,0.0008818342,0.0008818342,0.0008818342
odenet-4867-n,0.0008818342,0.0008818342,0.0008818342
odenet-1527-n,0.0008818342,0.0008818342,0.0008818342
odenet-16725-n,0.0008818342,0.0008818342,0.0008818342
odenet-18676-n,0.0008818342,0.0008818342,0.0008818342
odenet-36178-a,0.0008818342,0.0008818342,0.0008818342
odenet-5312-n,0.0008818342,0.0008818342,0.0008818342
odenet-1172-n,0.0008818342,0.0008818342,0.0008818342
odenet-4423-n,0.0008818342,0.0008818342,0.0008818342
odenet-6157-n,0.0008818342,0.0008818342,0.0008818342
odenet-8816-n,0.0008818342,0.0008818342,0.0008818342
odenet-10138-n,0.0008818342,0.0008818342,0.0008818342
odenet-19146-v,0.0008818342,0.0008818342,0.0008818342
odenet-33056-a,0.0008818342,0.0008818342,0.0008818342
odenet-3113-v,0.0008818342,0.0008818342,0.0008818342
odenet-10593-v,0.0008818342,0.0008818342,0.0008818342
odenet-962-v,0.0008818342,0.0008818342,0.0008818342
odenet-6235-v,0.0008818342,0.0008818342,0.0008818342
odenet-1347-v,0.0008818342,0.0008818342,0.0008818342
odenet-5030-n,0.0008818342,0.0008818342,0.0008818342
odenet-5079-a,0.0008818342,0.0008818342,0.0008818342
odenet-26461-n,0.0008818342,0.0008818342,0.0008818342
odenet-16685-n,0.0008818342,0.0008818342,0.0008818342
odenet-3249-n,0.0008818342,0.0008818342,0.0008818342
odenet-12077-n,0.0008818342,0.0008818342,0.0008818342
odenet-11972-a,0.0008818342,0.0008818342,0.0008818342
odenet-13650-n,0.0008818342,0.0008818342,0.0008818342
odenet-942-v,0.0008818342,0.0008818342,0.0008818342
odenet-24097-n,0.0008818342,0.0008818342,0.0008818342
odenet-7408-n,0.0008818342,0.0008818342,0.0008818342
odenet-7261-n,0.0008818342,0.0008818342,0.0008818342
odenet-1559-v,0.0008818342,0.0008818342,0.0008818342
odenet-2909-v,0.0008818342,0.0008818342,0.0008818342
odenet-36176-a,0.0008818342,0.0008818342,0.0008818342
odenet-2216-n,0.0017636684,0.0017636684,0.0017636684
odenet-13011-n,0.0017636684,0.0017636684,0.0017636684
odenet-29762-n,0.0008818342,0.0008818342,0.0008818342
odenet-10525-a,0.0017636684,0.0017636684,0.0017636684
odenet-1732-v,0.0008818342,0.0008818342,0.0008818342
odenet-10578-v,0.0008818342,0.0008818342,0.0008818342
odenet-12882-v,0.0008818342,0.0008818342,0.0008818342
odenet-25243-v,0.0008818342,0.0008818342,0.0008818342
odenet-332-n,0.0008818342,0.0008818342,0.0008818342
odenet-35918-n,0.0008818342,0.0008818342,0.0008818342
odenet-4747-v,0.0008818342,0.0008818342,0.0008818342
odenet-5033-v,0.0008818342,0.0008818342,0.0008818342
odenet-632-n,0.0008818342,0.0008818342,0.0008818342
odenet-7432-n,0.0008818342,0.0008818342,0.0008818342
odenet-36135-n,0.0008818342,0.0008818342,0.0008818342
odenet-2743-n,0.0008818342,0.0008818342,0.0008818342
odenet-3056-n,0.0008818342,0.0008818342,0.0008818342
odenet-8775-n,0.0008818342,0.0008818342,0.0008818342
odenet-4056-n,0.0008818342,0.0008818342,0.0008818342
odenet-5400-n,0.0008818342,0.0008818342,0.0008818342
odenet-5889-n,0.0008818342,0.0008818342,0.0008818342
odenet-9391-n,0.0008818342,0.0008818342,0.0008818342
odenet-11762-n,0.0008818342,0.0008818342,0.0008818342
odenet-13842-n,0.0008818342,0.0008818342,0.0008818342
odenet-1577-n,0.0008818342,0.0008818342,0.0008818342
odenet-592-a,0.0008818342,0.0008818342,0.0008818342
odenet-2869-a,0.0008818342,0.0008818342,0.0008818342
odenet-9205-a,0.0008818342,0.0008818342,0.0008818342
odenet-10927-a,0.0008818342,0.0008818342,0.0008818342
odenet-15405-a,0.0008818342,0.0008818342,0.0008818342
odenet-6259-a,0.0008818342,0.0008818342,0.0008818342
odenet-5848-n,0.0008818342,0.0008818342,0.0008818342
odenet-7603-n,0.0008818342,0.0008818342,0.0008818342
odenet-341-n,0.0008818342,0.0008818342,0.0008818342
odenet-2206-v,0.0008818342,0.0008818342,0.0008818342
odenet-6931-a,0.0008818342,0.0008818342,0.0008818342
odenet-1948-a,0.0008818342,0.0008818342,0.0008818342
odenet-4551-a,0.0008818342,0.0008818342,0.0008818342
odenet-5551-a,0.0008818342,0.0008818342,0.0008818342
odenet-5735-a,0.0008818342,0.0008818342,0.0008818342
odenet-17351-a,0.0008818342,0.0008818342,0.0008818342
odenet-24295-a,0.0008818342,0.0008818342,0.0008818342
odenet-9562-n,0.0008818342,0.0008818342,0.0008818342
odenet-1076-v,0.0008818342,0.0008818342,0.0008818342
odenet-3231-v,0.0008818342,0.0008818342,0.0008818342
odenet-7592-n,0.0008818342,0.0008818342,0.0008818342
odenet-9773-n,0.0008818342,0.0008818342,0.0008818342
odenet-17256-n,0.0008818342,0.0008818342,0.0008818342
odenet-20558-n,0.0008818342,0.0008818342,0.0008818342
odenet-31040-n,0.0008818342,0.0008818342,0.0008818342
odenet-28113-n,0.0008818342,0.0008818342,0.0008818342
odenet-636-n,0.0008818342,0.0008818342,0.0008818342
odenet-3814-n,0.0008818342,0.0008818342,0.0008818342
odenet-4518-n,0.0008818342,0.0008818342,0.0008818342
odenet-4424-a,0.0017636684,0.0017636684,0.0017636684
odenet-28507-a,0.0008818342,0.0008818342,0.0008818342
odenet-5869-n,0.0008818342,0.0008818342,0.0008818342
odenet-8191-n,0.0008818342,0.0008818342,0.0008818342
odenet-8897-n,0.0008818342,0.0008818342,0.0008818342
odenet-17023-n,0.0008818342,0.0008818342,0.0008818342
odenet-8171-n,0.0008818342,0.0008818342,0.0008818342
odenet-8475-n,0.0008818342,0.0008818342,0.0008818342
odenet-1676-n,0.0008818342,0.0008818342,0.0008818342
odenet-11078-n,0.0008818342,0.0008818342,0.0008818342
